Fecha,Indice general,Alimentos y bebidad,Vivienda,Educación,Transporte
01/08/1978,0.039109000000,N/E,N/E,N/E,N/E
01/09/1978,0.039555000000,N/E,N/E,N/E,N/E
01/10/1978,0.040034000000,N/E,N/E,N/E,N/E
01/11/1978,0.040446000000,N/E,N/E,N/E,N/E
01/12/1978,0.040789000000,N/E,N/E,N/E,N/E
01/01/1979,0.042237000000,N/E,N/E,N/E,N/E
01/02/1979,0.042845000000,N/E,N/E,N/E,N/E
01/03/1979,0.043426000000,N/E,N/E,N/E,N/E
01/04/1979,0.043815000000,N/E,N/E,N/E,N/E
01/05/1979,0.044389000000,N/E,N/E,N/E,N/E
01/06/1979,0.044881000000,N/E,N/E,N/E,N/E
01/07/1979,0.045425000000,N/E,N/E,N/E,N/E
01/08/1979,0.046112000000,N/E,N/E,N/E,N/E
01/09/1979,0.046678000000,N/E,N/E,N/E,N/E
01/10/1979,0.047493000000,N/E,N/E,N/E,N/E
01/11/1979,0.048104000000,N/E,N/E,N/E,N/E
01/12/1979,0.048956000000,N/E,N/E,N/E,N/E
01/01/1980,0.051342000000,N/E,N/E,N/E,N/E
01/02/1980,0.052529000000,N/E,N/E,N/E,N/E
01/03/1980,0.053610000000,N/E,N/E,N/E,N/E
01/04/1980,0.054547000000,N/E,N/E,N/E,N/E
01/05/1980,0.055437000000,N/E,N/E,N/E,N/E
01/06/1980,0.056536000000,N/E,N/E,N/E,N/E
01/07/1980,0.058115000000,N/E,N/E,N/E,N/E
01/08/1980,0.059319000000,N/E,N/E,N/E,N/E
01/09/1980,0.059978000000,N/E,N/E,N/E,N/E
01/10/1980,0.060886000000,N/E,N/E,N/E,N/E
01/11/1980,0.061942000000,N/E,N/E,N/E,N/E
01/12/1980,0.063567000000,N/E,N/E,N/E,N/E
01/01/1981,0.065615000000,N/E,N/E,N/E,N/E
01/02/1981,0.067227000000,N/E,N/E,N/E,N/E
01/03/1981,0.068665000000,N/E,N/E,N/E,N/E
01/04/1981,0.070213000000,N/E,N/E,N/E,N/E
01/05/1981,0.071275000000,N/E,N/E,N/E,N/E
01/06/1981,0.072271000000,N/E,N/E,N/E,N/E
01/07/1981,0.073544000000,N/E,N/E,N/E,N/E
01/08/1981,0.075060000000,N/E,N/E,N/E,N/E
01/09/1981,0.076456000000,N/E,N/E,N/E,N/E
01/10/1981,0.078153000000,N/E,N/E,N/E,N/E
01/11/1981,0.079657000000,N/E,N/E,N/E,N/E
01/12/1981,0.081801000000,N/E,N/E,N/E,N/E
01/01/1982,0.085866000000,0.069710000000,0.131908000000,0.046114000000,0.052458000000
01/02/1982,0.089240000000,0.071632000000,0.138348000000,0.046192000000,0.057353000000
01/03/1982,0.092499000000,0.073617000000,0.144199000000,0.047339000000,0.059159000000
01/04/1982,0.097512000000,0.078371000000,0.150250000000,0.049480000000,0.060641000000
01/05/1982,0.102993000000,0.083602000000,0.159609000000,0.057047000000,0.063630000000
01/06/1982,0.107954000000,0.087173000000,0.165667000000,0.060179000000,0.065667000000
01/07/1982,0.113517000000,0.090704000000,0.174931000000,0.064499000000,0.066122000000
01/08/1982,0.126256000000,0.102234000000,0.185012000000,0.070132000000,0.075593000000
01/09/1982,0.132995000000,0.106973000000,0.193467000000,0.073115000000,0.076741000000
01/10/1982,0.139890000000,0.115674000000,0.202775000000,0.074725000000,0.077272000000
01/11/1982,0.146963000000,0.122383000000,0.212475000000,0.074833000000,0.077477000000
01/12/1982,0.162656000000,0.131143000000,0.222543000000,0.074923000000,0.088962000000
01/01/1983,0.180355000000,0.142505000000,0.238000000000,0.081583000000,0.104364000000
01/02/1983,0.190034000000,0.147926000000,0.247849000000,0.085644000000,0.106005000000
01/03/1983,0.199232000000,0.152162000000,0.257908000000,0.086064000000,0.106943000000
01/04/1983,0.211846000000,0.162219000000,0.268201000000,0.086900000000,0.112565000000
01/05/1983,0.221034000000,0.168641000000,0.277957000000,0.089147000000,0.115509000000
01/06/1983,0.229404000000,0.173679000000,0.288499000000,0.093293000000,0.117957000000
01/07/1983,0.240746000000,0.188156000000,0.298898000000,0.105632000000,0.118740000000
01/08/1983,0.250091000000,0.198270000000,0.307979000000,0.121127000000,0.119429000000
01/09/1983,0.257787000000,0.203433000000,0.317518000000,0.126986000000,0.122994000000
01/10/1983,0.266341000000,0.210671000000,0.326208000000,0.127916000000,0.128362000000
01/11/1983,0.281983000000,0.229970000000,0.337565000000,0.127916000000,0.139167000000
01/12/1983,0.294047000000,0.241864000000,0.348187000000,0.127916000000,0.141774000000
01/01/1984,0.312728000000,0.255746000000,0.364757000000,0.129462000000,0.146852000000
01/02/1984,0.329232000000,0.271715000000,0.381640000000,0.134625000000,0.147637000000
01/03/1984,0.343304000000,0.283359000000,0.394644000000,0.134636000000,0.152454000000
01/04/1984,0.358156000000,0.297493000000,0.403415000000,0.134636000000,0.160957000000
01/05/1984,0.370032000000,0.307970000000,0.413111000000,0.134968000000,0.164376000000
01/06/1984,0.383423000000,0.322238000000,0.424638000000,0.141165000000,0.165879000000
01/07/1984,0.395993000000,0.333794000000,0.438205000000,0.142418000000,0.167345000000
01/08/1984,0.407249000000,0.338401000000,0.449756000000,0.157473000000,0.169527000000
01/09/1984,0.419380000000,0.350275000000,0.460536000000,0.210533000000,0.173544000000
01/10/1984,0.434034000000,0.371459000000,0.471587000000,0.210578000000,0.177524000000
01/11/1984,0.448929000000,0.382888000000,0.483193000000,0.210578000000,0.179337000000
01/12/1984,0.467996000000,0.406596000000,0.496322000000,0.210614000000,0.182754000000
01/01/1985,0.502711000000,0.426850000000,0.520881000000,0.211554000000,0.217715000000
01/02/1985,0.523596000000,0.450697000000,0.543059000000,0.219158000000,0.231644000000
01/03/1985,0.543885000000,0.476135000000,0.561774000000,0.219161000000,0.234084000000
01/04/1985,0.560621000000,0.485006000000,0.577519000000,0.219161000000,0.236556000000
01/05/1985,0.573902000000,0.495354000000,0.593864000000,0.225624000000,0.237859000000
01/06/1985,0.588276000000,0.507096000000,0.613099000000,0.229441000000,0.242941000000
01/07/1985,0.608763000000,0.515205000000,0.639107000000,0.230624000000,0.245269000000
01/08/1985,0.635377000000,0.532857000000,0.661602000000,0.249857000000,0.253742000000
01/09/1985,0.660752000000,0.549238000000,0.685345000000,0.342261000000,0.259600000000
01/10/1985,0.685852000000,0.573138000000,0.708861000000,0.344981000000,0.264226000000
01/11/1985,0.717495000000,0.596324000000,0.745919000000,0.345043000000,0.266767000000
01/12/1985,0.766340000000,0.623276000000,0.775524000000,0.345389000000,0.309493000000
01/01/1986,0.834092000000,0.707579000000,0.821128000000,0.356364000000,0.370723000000
01/02/1986,0.871174000000,0.741910000000,0.865782000000,0.368933000000,0.413385000000
01/03/1986,0.911667000000,0.789843000000,0.896240000000,0.369078000000,0.430363000000
01/04/1986,0.959263000000,0.846908000000,0.928134000000,0.369256000000,0.433881000000
01/05/1986,1.012570000000,0.919008000000,0.959546000000,0.382681000000,0.440295000000
01/06/1986,1.077567000000,0.998554000000,1.010772000000,0.395583000000,0.456571000000
01/07/1986,1.131333000000,1.035237000000,1.051718000000,0.399333000000,0.504963000000
01/08/1986,1.221531000000,1.093859000000,1.088812000000,0.410707000000,0.813676000000
01/09/1986,1.294812000000,1.167327000000,1.133145000000,0.616305000000,0.825349000000
01/10/1986,1.368824000000,1.254667000000,1.187541000000,0.616305000000,0.830935000000
01/11/1986,1.461304000000,1.336509000000,1.245225000000,0.618138000000,0.853727000000
01/12/1986,1.576735000000,1.433886000000,1.327751000000,0.622338000000,0.904507000000
01/01/1987,1.704401000000,1.526741000000,1.411223000000,0.687038000000,1.015470000000
01/02/1987,1.827386000000,1.662294000000,1.472734000000,0.719285000000,1.095961000000
01/03/1987,1.948153000000,1.789002000000,1.548935000000,0.719601000000,1.135138000000
01/04/1987,2.118606000000,1.912792000000,1.635126000000,0.721848000000,1.198136000000
01/05/1987,2.278325000000,2.056706000000,1.720219000000,0.743012000000,1.501265000000
01/06/1987,2.443146000000,2.226873000000,1.803843000000,0.774006000000,1.706912000000
01/07/1987,2.641022000000,2.401729000000,1.896355000000,0.788199000000,1.784974000000
01/08/1987,2.856872000000,2.541230000000,2.009554000000,0.842041000000,1.892894000000
01/09/1987,3.045081000000,2.733250000000,2.110380000000,1.306577000000,1.903983000000
01/10/1987,3.298845000000,2.952726000000,2.243880000000,1.318558000000,1.969477000000
01/11/1987,3.560511000000,3.189367000000,2.425883000000,1.339920000000,2.013111000000
01/12/1987,4.086392000000,3.459885000000,2.634775000000,1.344047000000,2.553218000000
01/01/1988,4.718246000000,4.078511000000,2.856124000000,1.712882000000,3.548911000000
01/02/1988,5.111783000000,4.527947000000,3.098354000000,1.872987000000,3.670582000000
01/03/1988,5.373547000000,4.726421000000,3.410243000000,1.905939000000,3.694777000000
01/04/1988,5.538941000000,4.802745000000,3.681606000000,1.915631000000,3.704319000000
01/05/1988,5.646109000000,4.835836000000,3.989340000000,1.976180000000,3.713347000000
01/06/1988,5.761292000000,4.851332000000,4.251417000000,1.996483000000,3.717391000000
01/07/1988,5.857457000000,4.880445000000,4.533273000000,2.045636000000,3.718134000000
01/08/1988,5.911343000000,4.871624000000,4.794783000000,2.081710000000,3.719219000000
01/09/1988,5.945139000000,4.807106000000,5.055206000000,2.986425000000,3.727319000000
01/10/1988,5.990486000000,4.818766000000,5.327814000000,3.006996000000,3.738710000000
01/11/1988,6.070654000000,4.846735000000,5.563246000000,3.009277000000,3.742509000000
01/12/1988,6.197316000000,4.979704000000,5.838489000000,3.010656000000,3.748748000000
01/01/1989,6.349024000000,5.164122000000,6.200140000000,3.163865000000,3.823294000000
01/02/1989,6.435184000000,5.210851000000,6.522068000000,3.277666000000,3.861905000000
01/03/1989,6.504945000000,5.241631000000,6.759736000000,3.304480000000,3.891493000000
01/04/1989,6.602224000000,5.298743000000,6.953493000000,3.317972000000,3.958314000000
01/05/1989,6.693099000000,5.326187000000,7.194040000000,3.349757000000,3.979083000000
01/06/1989,6.774385000000,5.350318000000,7.410758000000,3.384957000000,3.989713000000
01/07/1989,6.842148000000,5.374162000000,7.657006000000,3.392838000000,4.005686000000
01/08/1989,6.907333000000,5.413538000000,7.903438000000,3.427829000000,4.033707000000
01/09/1989,6.973393000000,5.454627000000,8.192624000000,3.941148000000,4.053559000000
01/10/1989,7.076525000000,5.552887000000,8.452635000000,3.957168000000,4.058831000000
01/11/1989,7.175855000000,5.609202000000,8.724095000000,3.964241000000,4.066419000000
01/12/1989,7.418030000000,5.833518000000,9.045073000000,3.980673000000,4.448113000000
01/01/1990,7.776037000000,6.145184000000,9.392486000000,4.070141000000,5.863520000000
01/02/1990,7.952120000000,6.227906000000,9.676559000000,4.139994000000,6.030314000000
01/03/1990,8.092310000000,6.305158000000,9.969941000000,4.156373000000,6.092545000000
01/04/1990,8.215472000000,6.422196000000,10.300227000000,4.184641000000,6.170371000000
01/05/1990,8.358838000000,6.588973000000,10.609764000000,4.205573000000,6.275126000000
01/06/1990,8.542939000000,6.815864000000,10.930399000000,4.257622000000,6.498730000000
01/07/1990,8.698735000000,6.969287000000,11.275979000000,4.307525000000,6.677245000000
01/08/1990,8.846950000000,7.100127000000,11.605619000000,4.383841000000,6.726186000000
01/09/1990,8.973061000000,7.152056000000,11.933421000000,5.321713000000,6.754638000000
01/10/1990,9.102060000000,7.283475000000,12.251625000000,5.345472000000,6.881915000000
01/11/1990,9.343723000000,7.447307000000,12.606362000000,5.367733000000,7.067241000000
01/12/1990,9.638214000000,7.675825000000,13.027615000000,5.450243000000,7.356596000000
01/01/1991,9.883880000000,7.872336000000,13.435936000000,5.606516000000,7.658292000000
01/02/1991,10.056425000000,7.999690000000,13.769835000000,5.692163000000,7.909632000000
01/03/1991,10.199840000000,8.105940000000,14.049124000000,5.726734000000,8.205998000000
01/04/1991,10.306688000000,8.202712000000,14.262406000000,5.747219000000,8.296134000000
01/05/1991,10.407442000000,8.282125000000,14.453117000000,5.788254000000,8.322182000000
01/06/1991,10.516648000000,8.381942000000,14.620683000000,5.849328000000,8.341385000000
01/07/1991,10.609584000000,8.426427000000,14.794953000000,5.889559000000,8.360308000000
01/08/1991,10.683423000000,8.473397000000,14.950407000000,5.957721000000,8.376368000000
01/09/1991,10.789850000000,8.552010000000,15.132386000000,7.028320000000,8.402381000000
01/10/1991,10.915343000000,8.673742000000,15.329316000000,7.108175000000,8.429042000000
01/11/1991,11.186374000000,8.839002000000,15.561101000000,7.113501000000,9.579086000000
01/12/1991,11.449680000000,9.058687000000,15.929495000000,7.121130000000,10.070518000000
01/01/1992,11.657778000000,9.141667000000,16.318114000000,7.270653000000,10.198285000000
01/02/1992,11.795900000000,9.159575000000,16.595434000000,7.331695000000,10.368098000000
01/03/1992,11.915948000000,9.201556000000,16.799871000000,7.335229000000,10.532704000000
01/04/1992,12.022171000000,9.252561000000,16.962444000000,7.355803000000,10.700853000000
01/05/1992,12.101438000000,9.364213000000,17.136797000000,7.364143000000,10.771898000000
01/06/1992,12.183345000000,9.456696000000,17.323158000000,7.405581000000,10.830322000000
01/07/1992,12.260272000000,9.519555000000,17.497800000000,7.503252000000,10.892582000000
01/08/1992,12.335592000000,9.583113000000,17.660017000000,7.623688000000,10.958437000000
01/09/1992,12.442897000000,9.637908000000,17.800495000000,9.502693000000,10.959527000000
01/10/1992,12.532494000000,9.675055000000,17.917844000000,9.570726000000,10.980550000000
01/11/1992,12.636620000000,9.695878000000,18.039075000000,9.571971000000,11.011916000000
